OBJECTID;Identifiant;Identifiant CTV;Code postal de l'arrondissement;Numéro de STV;Typologie;Maitre d'ouvrage;Objet;Description;Voie(s);Précisions de localisation;Date de début;Date de fin;Impact sur la circulation;Détail de l'impact sur la circulation;Niveau de perturbation;Statut;URL LettreInfoChantier;Auteur du chantier;Date de création;Dernier éditeur;Date dernière MAJ;SHAPE.AREA;SHAPE.LEN;geo_shape;geo_point_2d
881;CP000133;;75008;5;3;Ambassade du Canada;REHABILITATION_IMMEUBLE;;130 rue du Faubourg St Honoré;;2016-01-06T03:00:00+01:00;2017-11-07T03:00:00+01:00;RESTREINTE;Modification des files;2;2;;Esri_Anonymous;2016-12-23T10:06:39+01:00;CHANTIERP;2017-02-13T11:44:02+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.312125580885919, 48.87248050037269], [2.312577594786403, 48.87232783376595], [2.312579390503004, 48.8723284394431], [2.312511376974024, 48.87228878714475], [2.312086665546693, 48.87242257404066], [2.312125580885919, 48.87248050037269]]]}";48.8723820244, 2.31232023935
950;CP000154;;75016;4;1;Eau de Paris;TRAVAUX_URGENCE;remplacement de conduite;57 Avenue de Versailles;;2017-01-02T04:00:00+01:00;2017-01-20T04:00:00+01:00;RESTREINTE;1 file de circulation neutralisée;2;4;;Esri_Anonymous;2016-12-23T16:10:20+01:00;CHANTIERP;2017-02-13T11:45:39+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.273953055680941, 48.84753053071334], [2.27391395970844, 48.84755468426061], [2.274154203357453, 48.84777922801523], [2.274199558497264, 48.84775868194949], [2.273953055680941, 48.84753053071334]]]}";48.8476564226, 2.27405599149
1713;CP000211;;75008;5;2;Climespace;RACCORDEMENT_RESEAU;raccordement client;29/31 rue de Courcelles;Entre le Bd Haussmann;2017-02-09T04:00:00+01:00;2017-03-10T04:00:00+01:00;RESTREINTE;Neutralisation de la voie bus;2;4;;Esri_Anonymous;2017-02-09T15:11:17+01:00;Esri_Anonymous;2017-03-15T17:01:32+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.309512557457114, 48.87478654085049], [2.309656083119966, 48.87464043439385], [2.309572597876719, 48.87461139883597], [2.309440778010717, 48.87475876255416], [2.309512557457114, 48.87478654085049]]]}";48.8746978096, 2.309547021
2033;CP000232;;75016;4;1;Ville de Paris;REAMENAGEMENT_VOIRIE;Aménagement du carrefour avec création traversée piétonne;av de New-York / av du Président Kennedy / rue Beethoven;;2017-03-13T03:00:00+01:00;2017-06-02T06:00:00+02:00;RESTREINTE;Maintien des files de circulation. Piste cyclable sur trottoir côté quai déviée dans circulation générale;2;2;;Esri_Anonymous;2017-03-02T17:37:46+01:00;Esri_Anonymous;2017-03-13T17:53:51+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.2878422918653882, 48.85805104968522], [2.287884158230353, 48.85802214889936], [2.287884174491645, 48.85802095914768], [2.28792388952018, 48.85801762593709], [2.287793688190669, 48.85791334056767], [2.288138606485207, 48.8577428756665], [2.287896608036613, 48.85750704998116], [2.287507962875861, 48.857710567837955], [2.287789838112867, 48.857931164481805], [2.287794247526715, 48.85793832981647], [2.287795806672303, 48.85795618502491], [2.287761988397309, 48.85798989307759], [2.2878422918653882, 48.85805104968522]]]}";48.8577362273, 2.28782933944
1825;CP000219;;75013;8;2;Climespace;CREATION_RESEAUX;Création d'un nouveau réseau;105 Quai d'Austerlitz;Entre la Place Valhubert et le Pont charles de Gaulle;2017-03-16T04:00:00+01:00;2017-04-24T08:00:00+02:00;RESTREINTE;Modification des files de circulation selon le phasage. Mise à sens unique depuis la Place Valhubert du 30/03 au 18/04;1;2;;Esri_Anonymous;2017-02-17T10:13:05+01:00;Esri_Anonymous;2017-03-13T17:53:19+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.366047158435817, 48.843360451251236], [2.36638169126282, 48.843125456980985], [2.366222385778552, 48.8430330006247], [2.365903915445038, 48.843281167106134], [2.366047158435817, 48.843360451251236]]]}";48.8431974008, 2.36614211475
1315;CP000179;;75019;6;1;SAGP;REAMENAGEMENT_VOIRIE;Désamiantage et réfection du ppc;Bd Sérurier;face au 205;2017-02-06T05:00:00+01:00;2017-02-24T05:00:00+01:00;RESTREINTE;Neutralisation d'une file de circulation;2;4;;Esri_Anonymous;2017-01-17T12:59:05+01:00;Esri_Anonymous;2017-03-07T17:25:44+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.394353297147303, 48.89485265666139], [2.394241055442257, 48.89519472926506], [2.394329367775457, 48.89520350360928], [2.394401406102685, 48.89521517052891], [2.394450436482217, 48.89526598159805], [2.394504689584434, 48.895100289871834], [2.394429556696439, 48.89512191982554], [2.39436742804891, 48.89511149283258], [2.394454155115103, 48.89486863313859], [2.394353297147303, 48.89485265666139]]]}";48.895070857, 2.39436925943
947;CP000144;;75012;8;2;CPCU;ENTRETIEN_RESEAU;Inspection et remplacement de conduite;Rue Rambouillet;entre rue de Bercy et rue de Châlon;2017-01-04T04:00:00+01:00;2017-03-17T02:00:00+01:00;SENS_UNIQUE;depuis la rue de Bercy vers la rue de Châlon;1;2;;Esri_Anonymous;2016-12-23T15:27:19+01:00;Esri_Anonymous;2017-02-13T14:06:09+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.37664679354609, 48.842181848642724], [2.376609939526233, 48.84220312973141], [2.376678424986064, 48.842257170325716], [2.377005805665314, 48.842425292452305], [2.378036835833074, 48.842892996794504], [2.378445359798524, 48.84307764241854], [2.378748705074461, 48.84321610963931], [2.378785686903551, 48.84318409202104], [2.378571161312648, 48.84309976908606], [2.378211144581241, 48.84293953373579], [2.3778556608442303, 48.842770601547], [2.376848535072326, 48.842314423084765], [2.37664679354609, 48.842181848642724]]]}";48.8427054298, 2.37767201562
939;CP000151;;75018;5;3;Bouygues;CONSTRUCTION_IMMEUBLE;;33 bd Ornano;;2015-04-01T06:00:00+02:00;2017-03-31T04:00:00+02:00;RESTREINTE;Neutralisation du couloir de bus et modification des files;2;2;;Esri_Anonymous;2016-12-23T15:54:56+01:00;Esri_Anonymous;2017-02-20T17:06:47+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.347161499082738, 48.89433259921], [2.347244180159783, 48.89435803395509], [2.347349541816506, 48.89422952239852], [2.347334377113855, 48.89421575838027], [2.347277857077668, 48.89419046539021], [2.347161499082738, 48.89433259921]]]}";48.8942764601, 2.34725851224
946;CP000143;;75020;7;1;Eau de Paris;TRAVAUX_URGENCE;Affaissement;Rue de Ménilmontant;entre rue Julien Lacroix et rue Sorbier;2016-06-24T14:00:00+02:00;2017-03-28T08:00:00+02:00;SENS_UNIQUE;depuis rue Julien Lacroix vers rue Sorbier;1;2;;Esri_Anonymous;2016-12-23T15:20:47+01:00;Esri_Anonymous;2017-02-13T15:59:50+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.387102144863206, 48.86803350101307], [2.388003069435968, 48.86825464565196], [2.388021465930831, 48.86822380606918], [2.3871205151805093, 48.868005041076536], [2.387102144863206, 48.86803350101307]]]}";48.868130533, 2.38756704423
961;CP000155;;75008;5;2;RATP;TRAVAUX_OUVRAGE;Ventilation;Place Chassaigne Goyon;;2016-08-22T04:00:00+02:00;2017-08-25T04:00:00+02:00;RESTREINTE;Maintien de 2 files sur Boétie et sur Franklin Roosevelt;2;2;;Esri_Anonymous;2016-12-26T12:57:23+01:00;CHANTIERP;2017-02-13T11:45:05+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.310165963501138, 48.87294720451837], [2.310428618088814, 48.87286186575469], [2.31043402886326, 48.87286189692498], [2.310434091854797, 48.87285713886941], [2.310435863956349, 48.872859527837605], [2.310516145656663, 48.87278979485037], [2.3102057036082773, 48.872670220339], [2.310183617322599, 48.872771817648605], [2.310103685443271, 48.87274696682785], [2.310106827153177, 48.87291830959444], [2.310165963501138, 48.87294720451837]]]}";48.8728155838, 2.31027167731
933;CP000142;;75011;7;3;SEBR;REHABILITATION_IMMEUBLE;;124 rue de Charonne;;2015-11-02T04:00:00+01:00;2017-03-23T03:00:00+01:00;SENS_UNIQUE;depuis rue Léon Frot vers bd Voltaire;1;2;;Esri_Anonymous;2016-12-23T15:17:47+01:00;CHANTIERP;2017-02-13T11:44:02+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.385600153842854, 48.854708493956196], [2.385543886836224, 48.85474032890162], [2.386994869044389, 48.85508209520365], [2.387011374514063, 48.85505838477711], [2.385959521790253, 48.85481265854732], [2.385927365291756, 48.85478750869752], [2.385600153842854, 48.854708493956196]]]}";48.8548817342, 2.3862134913
